ticker,company_name,market_cap,52_week_delta,dividend_payout_ratio,forward_eps,g_revenue,gross_margin_pct,ebitda_margin_pct,price_to_forward_earnings,price_to_book,debt_to_equity,return_on_assets,return_on_equity,largest_institutional_owner,recommendation
CHDN,"Churchill Downs, Incorporated",5253429290.999999,0.48785937,0.1539,3.65,0.384,0.29911,0.26622,36.134,9.418023,272.783,0.076859996,0.26795998,Blackrock Inc.,buy
CHUY,"Chuy's Holdings, Inc.",457399938.0,0.38339925,0.0,1.09,0.078,0.16305,0.08818,25.257,2.3421814,115.578,0.028719999,0.057140004,Blackrock Inc.,hold
CIEN,Ciena Corporation,5380812577.44,0.09559989,0.0,2.56,0.173,0.43398,0.14154,13.553,2.5393398,32.638,0.063439995,0.12163,Blackrock Inc.,buy
CI,Cigna Corporation,71589305216.32,-0.0485093,0.0036000002,18.57,2.37,0.1777,0.08096,10.324,1.6024442,88.1,0.04129,0.14201,"Vanguard Group, Inc. (The)",buy
XEC,Cimarex Energy Co,4853282700.0,-0.3403902,0.1508,5.29,-0.016,0.76633,0.68973,9.011,1.2260171,57.385,0.07296,0.14073,"Vanguard Group, Inc. (The)",buy
CINF,Cincinnati Financial Corporatio,17270265540.0,0.3426839,0.3975,3.86,-0.112,0.19623,0.19006,27.386,1.8432432,9.444,0.03079,0.10381,"Vanguard Group, Inc. (The)",hold
CNK,Cinemark Holdings Inc Cinemark ,3999466860.0,-0.1441037,0.84809995,2.26,0.09,0.49256,0.21372999,15.106,2.6774368,226.245,0.054130003,0.12613,Blackrock Inc.,buy
CINR,Ciner Resources LP,352678515.0,-0.20976257,0.69769996,2.54,0.112,0.31155002,0.26416,7.028,2.2064278,46.611,0.15396,0.39903,Morgan Stanley,hold
CTAS,Cintas Corporation,26825229300.0,0.48923314,0.244,9.54,0.067,0.45722,0.22099,26.824,8.670462,99.83,0.099,0.28792998,"Vanguard Group, Inc. (The)",buy
CIR,"CIRCOR International, Inc.",869075865.0,0.53123903,0.0,3.47,-0.041,0.29977,0.11247,12.579,2.3146677,178.651,0.022950001,-0.10629,Blackrock Inc.,buy
CRUS,"Cirrus Logic, Inc.",4291020031.9999995,0.96305156,0.0,3.41,0.062,0.5187,0.17593001,21.771,3.6406434,12.46,0.05742,0.100719996,Blackrock Inc.,buy
CSCO,"Cisco Systems, Inc.",187083664588.80002,-0.067742586,0.5476,3.4,0.007,0.63442004,0.31173,12.971,5.433042,57.066,0.09118,0.28102,"Vanguard Group, Inc. (The)",buy
CIT,CIT Group Inc (DEL),4309901232.0,0.044599295,0.25,4.92,-0.046,0.0,0.0,9.248,0.7549737,0.0,0.00975,0.07941,"Vanguard Group, Inc. (The)",buy
CTRN,"Citi Trends, Inc.",255001664.0,0.07443035,0.2712,2.1,0.044,0.37373,0.04558,10.195,1.379066,89.757,0.028169999,0.076630004,"AllianceBernstein, L.P.",strong_buy
C,"Citigroup, Inc.",165442139412.48,0.33991468,0.2467,8.41,0.002,0.0,0.0,9.011,0.93526685,0.0,0.00953,0.09509,"Vanguard Group, Inc. (The)",buy
CZNC,Citizens & Northern Corp,357237210.0,0.016673326,0.7105,1.74,0.095,0.0,0.0,14.983,1.4704721,0.0,0.01347,0.091129996,Blackrock Inc.,none
CFG,"Citizens Financial Group, Inc.",17095324989.6,0.2294823,0.336,3.87,0.034,0.0,0.0,10.161,0.84260035,0.0,0.01118,0.08574,"Vanguard Group, Inc. (The)",buy
CTXS,"Citrix Systems, Inc.",14282529600.0,0.009793162,0.303,5.43,0.001,0.86607003,0.2493,20.199,19.981783,141.822,0.07563,0.87362,"Vanguard Group, Inc. (The)",hold
CHCO,City Holding Company,1301722685.0,0.09714913,0.45009997,5.18,0.11,0.0,0.0,15.415,2.0038648,0.0,0.01652,0.13336,Blackrock Inc.,hold
CVEO,Civeo Corporation (Canada),144913523.4624,-0.47825003,0.0,-0.21,0.23,0.30146,0.18616,-4.07,0.3236274,82.674,-0.016280001,-0.07502,Horizon Kinetics Asset Management LLC,buy
CIVB,"Civista Bancshares, Inc.",339306256.0,0.15651715,0.19510001,2.06,0.373,0.0,0.0,10.641,1.0595515,0.0,0.01543,0.10865,Blackrock Inc.,buy
CLNE,Clean Energy Fuels Corp.,397162635.52,-0.116279125,0.0,-0.04,-0.037,0.32630002,0.08270001,-48.5,0.8090075,21.554,-0.015579999,-0.03965,Dimensional Fund Advisors LP,none
CLH,"Clean Harbors, Inc.",4647494475.0,0.52405155,0.0,2.26,0.058,0.30372,0.15173,36.847,3.7606125,142.377,0.0344,0.07399,"Wellington Management Company, LLP",buy
CLFD,"Clearfield, Inc.",193304306.0,0.2289474,0.0,0.46,0.067,0.38442,0.08663,30.804,2.5796468,0.0,0.041539997,0.0635,Blackrock Inc.,buy
CLRO,"ClearOne, Inc.",32959674.0,0.3134328,0.0,-0.7,-0.103,0.46568,-0.24962999,-2.829,0.7168718,5.839,-0.10034,-0.19750999,"Vanguard Group, Inc. (The)",none
CLW,Clearwater Paper Corporation,360374756.0,-0.17233807,0.0,0.83,0.044,0.0885,0.0854,26.289,0.84764194,241.518,0.01205,-0.3709,Blackrock Inc.,hold
CLF,Cleveland-Cliffs Inc.,2307867780.0,-0.054444432,0.077199996,0.79,-0.251,0.3024,0.27843,10.816,6.4103527,586.024,0.09743,6.2491803,"Vanguard Group, Inc. (The)",buy
CLX,Clorox Company (The),19131677320.0,-0.080539346,0.6264,6.48,-0.036,0.44064,0.20676,23.525,34.77983,563.273,0.13164,1.32518,"Vanguard Group, Inc. (The)",hold
CME,CME Group Inc.,73499839459.2,0.08168435,0.5185,7.4,0.41,1.0,0.64097,27.716,2.7372944,16.876,0.022780001,0.08116999,Capital World Investors,buy
CMS,CMS Energy Corporation,17436413077.12,0.15274644,0.6872,2.67,-0.033,0.35921,0.30251,23.007,3.5169177,265.178,0.03155,0.1274,"Vanguard Group, Inc. (The)",buy
CNA,CNA Financial Corporation,11898881441.279999,0.009624243,0.59319997,3.94,0.024,0.29905,0.094289996,11.124,0.9815031,24.598,0.00964,0.05441,Loews Corporation,hold
CCNE,CNB Financial Corporation,487959615.0,0.31803143,0.2688,2.72,0.074,0.0,0.0,11.805,1.636095,0.0,0.01155,0.13979,Blackrock Inc.,none
COKE,"Coca-Cola Consolidated, Inc.",1982537934.5,0.28706825,0.0,11.81,0.056,0.34332,0.06485,23.506,6.868814,243.849,0.02767,0.0021600001,Blackrock Inc.,none
KO,Coca-Cola Company (The),230377026439.68002,0.09144127,0.8457,2.26,0.083,0.61687,0.31794,23.792,12.309981,211.792,0.067600004,0.39637002,"Berkshire Hathaway, Inc",buy
CDXS,"Codexis, Inc.",917563808.0,-0.23939538,0.0,-0.12,0.293,0.28447,-0.16136,-130.667,8.929385,25.919,-0.06809,-0.14955,"Nantahala Capital Management, LLC",buy
CDE,"Coeur Mining, Inc.",1666500206.3999999,0.7286432,0.0,0.19,0.341,0.1841,0.121199995,37.105,1.8217056,38.16,-0.03785,-0.08886,Van Eck Associates Corporation,buy
JVA,"Coffee Holding Co., Inc.",23224189.5,0.12466836,0.0,0.37,-0.079,0.18451001,0.022079999,11.27,0.9180978,21.546,0.020060001,0.029070001,"Renaissance Technologies, LLC",none
CGNX,Cognex Corporation,8700365862.72,0.23127925,0.2062,1.03,-0.211,0.73609,0.25887,49.427,7.0211005,1.305,0.078379996,0.14146,Blackrock Inc.,hold
CTSH,Cognizant Technology Solutions ,33456283577.600002,-0.07998812,0.2168,4.14,0.042,0.37304002,0.19058001,14.758,3.1400964,15.885,0.106809996,0.19326,Blackrock Inc.,hold
CNS,Cohen & Steers Inc,3130659106.0000005,0.8244988,0.5508,2.94,0.067,0.50528,0.38584,22.537,11.224802,13.869,0.19514,0.3625,BAMCO Inc.,hold
COHR,"Coherent, Inc.",3519883332.0,0.23785782,0.0,9.42,-0.273,0.3538,0.15587,15.471,2.720502,31.688,0.03068,0.04142,"Wellington Management Company, LLP",hold
COHU,"Cohu, Inc.",791076888.0000001,0.077720165,0.0,1.02,0.665,0.42083,0.060689997,18.794,1.6086264,79.077,-0.02227,-0.27444,Blackrock Inc.,buy
CFX,Colfax Corporation,4037298744.9999995,0.5671506,0.0,2.22,0.615,0.35514,0.14081,15.444,1.3539075,133.805,0.03202,0.02481,Price (T.Rowe) Associates Inc,buy
COLL,"Collegium Pharmaceutical, Inc.",711780333.0,0.12809467,0.0,0.11,0.039,0.41101003,0.05765,193.0,8.44807,25.946,-0.01364,-0.14751,Janus Henderson Group PLC,buy
CLNY,"Colony Capital, Inc.",2286535462.56,-0.17996603,0.0,-0.46,0.102,0.53139,0.39720002,-10.207,0.53804725,88.031,0.012920001,-0.14402,"Vanguard Group, Inc. (The)",buy
COLB,"Columbia Banking System, Inc.",2808983628.0,0.035733342,0.41509998,2.44,0.068,0.0,0.0,15.959,1.2875706,0.0,0.014450001,0.0932,Blackrock Inc.,hold
CXP,"Columbia Property Trust, Inc.",2439682130.0,-0.0014340878,2.6667001,0.08,-0.019,0.67467004,0.44351003,260.875,0.9044813,42.631,0.00833,0.01311,"Vanguard Group, Inc. (The)",hold
COLM,Columbia Sportswear Company,6211041480.0,0.049081206,0.2013,5.1,0.139,0.50299,0.16982001,18.035,3.5569823,24.57,0.1007,0.19238001,"Vanguard Group, Inc. (The)",buy
CMCO,Columbus McKinnon Corporation,999055460.0000001,0.32942295,0.096499994,3.29,-0.044,0.35108003,0.1479,12.827,2.1527317,67.525,0.056810003,0.121920004,Macquarie Group Limited,buy
CMCSA,Comcast Corporation,194167664803.84003,0.1913681,0.3037,3.44,0.212,0.6827,0.31068,12.433,2.4899576,130.942,0.05662,0.16479999,"Vanguard Group, Inc. (The)",buy
CMA,Comerica Incorporated,10074923060.0,-0.008409202,0.33040002,7.04,-0.031,0.0,0.0,9.928,1.3991152,0.0,0.01717,0.16535,"Vanguard Group, Inc. (The)",hold
FIX,"Comfort Systems USA, Inc.",1793818268.9999998,0.05918801,0.136,3.21,0.189,0.19628,0.082159996,15.237,3.2099493,58.959,0.076009996,0.20074,Blackrock Inc.,buy
CBSH,"Commerce Bancshares, Inc.",7343355600.0,0.10214138,0.26770002,3.36,0.014,0.0,0.0,19.396,2.4886394,0.0,0.01673,0.14413,"Vanguard Group, Inc. (The)",hold
CMC,Commercial Metals Company,2666065500.0,0.27443182,0.2874,2.06,0.179,0.13961,0.08327,10.908,1.6318082,76.638,0.07082,0.12752,Blackrock Inc.,buy
CVGI,"Commercial Vehicle Group, Inc.",220627968.0,0.14285707,0.0,0.67,0.002,0.13878,0.078990005,10.507,1.5404813,132.47,0.088240005,0.29142,"Renaissance Technologies, LLC",buy
EQC,Equity,3955214559.9999995,0.0404073,0.0,0.48,-0.43,0.63934,0.37812,67.583,1.2727557,0.802,0.00366,0.1539,"Vanguard Group, Inc. (The)",buy
COMM,"CommScope Holding Company, Inc.",2511523200.0,-0.2479862,0.0,2.18,1.069,0.33282003,0.14972,5.931,2.073777,469.653,0.02651,-0.26024,"FPR Partners, LLC",buy
JCS,"Communications Systems, Inc.",81218833.80000001,2.614719,0.19049999,0.12,0.192,0.38801998,0.047199998,72.583,1.7528678,0.81,0.01875,0.090179995,Gamco Investors Inc,none
CBU,"Community Bank System, Inc.",3518307490.0,0.1126045,0.4859,3.3,0.047,0.0,0.0,20.621,1.9101219,0.0,0.01501,0.09519,Blackrock Inc.,hold
CHCT,Community Healthcare Trust Inco,948251011.5,0.53506494,10.2188,0.62,0.297,0.78958,0.6717,75.798,3.0088353,73.862,0.020869998,0.01474,Blackrock Inc.,buy
CTBI,"Community Trust Bancorp, Inc.",808583916.0,0.06835377,0.4022,3.21,0.006,0.0,0.0,14.165,1.3348012,0.0,0.0150999995,0.11116,Community Trust & Investment Company,hold
CVLT,"Commvault Systems, Inc.",2174491298.0,-0.163522,0.0,1.7,-0.009,0.82388,0.07191,27.982,5.804759,4.923,0.02945,-0.00682,Blackrock Inc.,buy
CMP,Compass Minerals Intl Inc,1901586916.0,0.19824266,1.7246001,3.76,0.058,0.20952,0.18413,14.926,4.1383376,316.997,0.0382,0.115880005,Blackrock Inc.,buy
CPSI,"Computer Programs and Systems, ",382579405.0,-0.003777802,0.3361,2.48,-0.009,0.53283,0.12663999,10.746,2.142455,75.004,0.04833,0.10413,Blackrock Inc.,hold
CTG,"Computer Task Group, Incorporat",79087614.0,0.2588235,0.0,0.4,0.077,0.18695,0.02621,13.45,1.1942286,34.587,0.03364,-0.04163,Minerva Advisors LLC,strong_buy
SCOR,"comScore, Inc.",329853056.16,-0.6886189,0.0,-1.03,-0.083,0.49992,-0.06585,-4.573,1.1398839,97.621,-0.053850003,-0.82712,Primecap Management Company,hold
CRK,"Comstock Resources, Inc.",1212308408.96,-0.12104541,0.0,0.93,1.22,0.80187,0.75017,6.86,1.1059109,173.816,0.04788,0.09365,Blackrock Inc.,buy
CMTL,Comtech Telecommunications Corp,840960303.9999999,0.3666799,0.3478,1.77,0.053,0.36833,0.112670004,19.48,1.5621601,30.978,0.032780003,0.04812,Blackrock Inc.,buy
CAG,"ConAgra Brands, Inc.",14220030347.519999,-0.042796493,0.59029996,2.29,0.303,0.28430998,0.20114,12.76,1.9113029,143.612,0.0657,0.11938,"Vanguard Group, Inc. (The)",buy
CNAT,Conatus Pharmaceuticals Inc.,12853568.75,-0.7691358,0.0,-0.35,-0.56,-0.10419,-0.45751998,-1.107,0.58446455,1.995,-0.19521,-0.65051,"Vanguard Group, Inc. (The)",hold
CNCE,"Concert Pharmaceuticals, Inc.",189537540.0,-0.39570552,0.0,-3.63,-0.091,0.0,0.0,-2.19,1.5893643,13.772,-0.27087998,-0.51491,Perceptive Advisors Llc,buy
CXO,Concho Resources Inc.,15408872236.800001,-0.37152237,0.0512,4.0,-0.058,0.80246,0.96981,19.163,0.8259877,23.986,0.029849999,0.07157,Price (T.Rowe) Associates Inc,buy
CDOR,"Condor Hospitality Trust, Inc.",131718210.00000001,0.33818185,0.0,0.36,-0.054,0.37120998,0.28100002,30.694,1.4717635,135.689,0.019609999,-0.04202,"Gardner Lewis Asset Management, Inc.",hold
CFMS,"Conformis, Inc.",105816480.0,1.9215686,0.0,-0.35,-0.403,0.47681,-0.28714,-4.4,5.292096,132.025,-0.21264,-1.03906,Archon Capital Management LLC,buy
CNFR,"Conifer Holdings, Inc.",36917149.5,-0.19077569,0.0,-0.02,-0.036,0.108219996,-0.07011,-192.5,0.8117225,74.19,-0.01878,-0.20799999,IAT Reinsurance Co Ltd,hold
CNMD,CONMED Corporation,3183272430.0,0.674325,0.7921,3.04,0.155,0.55556,0.17427999,36.898,4.540376,116.062,0.03658,0.04335,Blackrock Inc.,buy
CNOB,"ConnectOne Bancorp, Inc.",887553732.0,0.35447145,0.161,2.45,0.209,0.0,0.0,10.241,1.2251575,0.0,0.012359999,0.10840999,Dimensional Fund Advisors LP,strong_buy
CONN,"Conn's, Inc.",435733935.0,-0.10519421,0.0,3.11,0.043,0.29068002,0.096990004,4.389,0.6458176,206.2,0.03728,0.13858,Blackrock Inc.,strong_buy
COP,ConocoPhillips,67767396188.159996,-0.055165052,0.1667,3.41,-0.174,0.48068002,0.40342999,18.111,1.9281924,44.624,0.06995,0.24931999,"Vanguard Group, Inc. (The)",buy
CNO,"CNO Financial Group, Inc.",2713718699.9999995,0.09659445,0.42,2.03,-0.363,0.39769,0.16854,8.845,0.6001003,84.785,0.00708,0.03908,Blackrock Inc.,hold
CNX,CNX Resources Corporation,1330365367.04,-0.46563703,0.0,0.53,-0.165,0.70591,0.63891,13.453,0.29997057,54.472,0.0422,0.07817,Southeastern Asset Management Inc/tn/,hold
CNSL,Consolidated Communications Hol,265233792.0,-0.67667234,0.0,-0.15,-0.042,0.56053,0.34193,-24.533,0.7502548,659.597,0.01211,-0.06627,Blackrock Inc.,hold
ED,"Consolidated Edison, Inc.",28854925388.8,0.039759755,0.6922,4.52,0.011,0.52704,0.33097,19.204,1.604644,119.284,0.02999,0.08568,Blackrock Inc.,hold
CTO,Consolidated-Tomoka Land Co.,313650014.5,0.10399997,0.0652,5.13,-0.325,0.77319,0.61956,12.407,1.5761193,141.944,0.04013,0.15401,Blackrock Inc.,none
STZ,"Constellation Brands, Inc.",30305413140.0,-0.039730906,0.774,9.22,0.02,0.50637,0.36288,19.624,3.0308564,115.783,0.06412,0.069520004,"Vanguard Group, Inc. (The)",buy
CPSS,"Consumer Portfolio Services, In",76154442.0,-0.034090877,0.0,0.92,-0.003,1.0,0.0,3.674,0.3752637,1133.37,0.0043099998,0.05429,"Black Diamond Capital Management, LLC",buy
TCS,Container Store (The),197423528.0,-0.18404907,0.0,0.49,0.053,0.58098,0.093839996,8.184,0.7468803,262.59,0.036,0.09894,"Leonard Green & Partners, L.P.",hold
MCF,Contango Oil & Gas Company,272539752.8,-0.14444447,0.0,-0.45,-0.357,0.6193,0.42668998,-6.778,1.5002459,16.823,-0.07873,-0.35081002,"FMR, LLC",hold
CBPX,"Continental Building Products, ",1270281884.0,0.3634336,0.0,1.86,-0.029,0.24677,0.25476998,19.688,3.6332967,75.407,0.081520006,0.17879999,"Vanguard Group, Inc. (The)",hold
CLR,"Continental Resources, Inc.",12286606415.359999,-0.27322525,0.0,2.19,-0.143,0.83737,0.7977,15.105,1.8590536,80.719,0.052199997,0.12129,Price (T.Rowe) Associates Inc,buy
COO,"The Cooper Companies, Inc.",15096648407.999998,0.1864034,0.0064,14.33,0.029,0.66058,0.29648,21.251,4.1779966,50.134,0.049689997,0.13049,"Vanguard Group, Inc. (The)",buy
CTB,Cooper Tire & Rubber Company,1465874640.0,-0.04560268,0.4719,2.84,-0.045,0.17175,0.12291,10.285,1.212335,31.486,0.04528,0.03675,Blackrock Inc.,buy
CPRT,"Copart, Inc.",20543122250.0,0.8163096,0.0,3.1,0.202,0.46355,0.39758998,28.508,10.661721,28.075,0.18386,0.38673002,"Vanguard Group, Inc. (The)",buy
CORT,Corcept Therapeutics Incorporat,1577077800.0,-0.19918466,0.0,0.98,0.265,0.98022,0.35749,14.082,4.7098975,0.23,0.19026,0.29232,Blackrock Inc.,buy
CXW,"CoreCivic, Inc.",1816214000.0,-0.29235727,1.1146,1.6,0.099,0.28652,0.22824,9.531,1.3130704,140.882,0.05009,0.13414,"Vanguard Group, Inc. (The)",hold
CLGX,"CoreLogic, Inc.",3274571665.28,0.099393606,0.0,2.92,0.016,0.49036,0.20547001,14.103,3.5103571,199.976,0.030469999,0.05071,Price (T.Rowe) Associates Inc,hold
CORE,"Core-Mark Holding Company, Inc.",1168801245.0,0.023006797,0.3761,1.78,0.055,0.06886,0.01123,14.41,1.9790139,136.241,0.02903,0.092700005,Blackrock Inc.,buy
CORR,"CorEnergy Infrastructure Trust,",603250493.0,0.20593798,6.383,2.04,-0.069,0.93427,0.79245,21.848,1.7212483,32.825,0.045089997,0.03191,"Vanguard Group, Inc. (The)",buy
COR,CoreSite Realty Corporation,4256369780.0,0.14099717,2.2308,2.1,0.041,0.6286,0.51148,53.781,23.622673,646.156,0.045440003,0.33014,"Vanguard Group, Inc. (The)",buy
CSOD,"Cornerstone OnDemand, Inc.",3562289858.0,0.16689098,0.0,1.55,0.082,0.74195,0.030199999,37.852,27.199814,286.16,0.0036199999,-0.17966999,"Vanguard Group, Inc. (The)",buy
GLW,Corning Incorporated,21504000000.0,-0.09749919,0.5821,1.85,-0.025,0.37394002,0.24742001,15.135,2.0032911,53.594,0.03395,0.09,"Vanguard Group, Inc. (The)",buy
OFC,Corporate Office Properties Tru,3255313950.0,0.21265078,0.7439,0.8,0.16,0.53485,0.47766998,36.312,1.9575471,111.037,0.02599,0.10333,"Vanguard Group, Inc. (The)",hold
CSGP,"CoStar Group, Inc.",21310213150.000004,0.64265394,0.0,10.39,0.155,0.78816,0.33098,55.986,6.46193,4.171,0.06622,0.09972999,Blackrock Inc.,buy
COST,Costco Wholesale Corporation,130041745093.76,0.30313468,0.29540002,9.3,0.07,0.12977,0.04079,31.804,8.530557,46.483,0.068670005,0.25823,"Vanguard Group, Inc. (The)",buy
COTY,Coty Inc.,8806704668.16,0.5593667,0.0,0.75,-0.044,0.62248003,0.15746,15.493,1.9745114,179.765,0.01938,-0.53692,"FMR, LLC",hold
ICBK,"County Bancorp, Inc.",171628984.10000002,0.23955297,0.096499994,1.92,0.312,0.0,0.0,13.286,1.0676768,0.0,0.01091,0.100889996,"Gendell, Jeffrey L.",buy
COUP,Coupa Software Incorporated,9476006058.0,1.3314748,0.0,0.47,0.509,0.64851,-0.13555,316.021,20.580574,167.7,-0.0387,-0.21621001,"Vanguard Group, Inc. (The)",buy
CUZ,Cousins Properties Incorporated,5937990520.0,0.22376359,2.3061,0.35,0.584,0.67008,0.61474,115.6,1.3866136,44.163,0.01668,0.01585,"Vanguard Group, Inc. (The)",strong_buy
CVA,Covanta Holding Corporation,1941265410.0,-0.048449636,25.0,-0.04,0.02,0.28435,0.16285999,-369.25,5.103663,705.57,0.01413,0.01587,Chai Trust Co LLC,buy
CVTI,"Covenant Transportation Group, ",206876796.0,-0.3760271,0.0,1.13,-0.084,0.21755,0.12552,11.363,0.680337,105.781,0.02763,0.07061,Blackrock Inc.,hold
COWN,Cowen Inc.,438987872.0,0.06047821,0.0,3.49,0.004,0.72433996,0.0,4.335,0.6132955,157.221,0.00828,0.03031,Blackrock Inc.,buy
CVU,"CPI Aerostructures, Inc.",79743032.5,0.04545462,0.0,0.8,0.352,0.20804001,0.11361,8.406,0.7948232,36.256,0.047080003,0.057779998,Royce & Associates LP,strong_buy
CRAI,"CRA International,Inc.",409801759.5,0.11207807,0.292,3.3,0.114,0.30102,0.09498,16.045,2.1218193,90.182,0.04583,0.11618,Blackrock Inc.,buy
CBRL,Cracker Barrel Old Country Stor,3652755456.0,-0.12226087,0.5604,10.06,0.021,0.34816003,0.12864,15.141,6.028655,167.364,0.09661999,0.36389,Blackrock Inc.,hold
BREW,"Craft Brew Alliance, Inc.",320510983.0,0.040455103,0.0,0.25,-0.108,0.3382,0.02695,65.86,2.4363718,45.672,-0.01435,-0.04855,"Mercer Global Advisors, Inc./ADV",hold
CR,Crane Co.,5092208610.0,0.1102494,0.2759,6.46,-0.098,0.36027,0.17158002,13.142,2.999788,61.747,0.06706,0.20759001,Blackrock Inc.,buy
CACC,Credit Acceptance Corporation,8112698880.0,0.13,0.0,28.95,0.116,0.97516,0.0,14.908,3.435622,177.749,0.097049996,0.29732,Prescott General Partners LLC,hold
CREE,"Cree, Inc.",4706927000.0,-0.03561884,0.0,0.48,-0.115,0.34875,0.10299,91.042,2.3291762,23.993,-0.00635,-0.04493,Blackrock Inc.,hold
CEQP,Crestwood Equity Partners LP,2238821072.0,0.051343083,0.74300003,1.5,-0.115,0.19601,0.12335,20.773,1.6802373,98.435,0.026300002,0.15057999,"First Reserve GP XI, Inc.",buy
CROX,"Crocs, Inc.",2442080403.0,0.40963864,0.0,1.97,0.198,0.49902,0.12425999,18.069,20.779335,318.333,0.12055001,0.3549,Blackrock Inc.,buy
CCRN,"Cross Country Healthcare, Inc.",436992450.0,0.510828,0.0,0.25,0.042,0.24925,0.02153,47.4,2.608983,58.421,0.00857,-0.37258998,Blackrock Inc.,hold
CAPL,CrossAmerica Partners LP,613730819.0,0.17701447,3.4426,1.11,-0.166,0.07842,0.04279,16.045,6.6854353,727.287,0.02641,0.20604,Invesco Ltd.,hold
CCI,Crown Castle International Corp,55712912000.0,0.1699673,2.2727,2.42,0.101,0.6589,0.54617,55.372,4.9221272,208.618,0.02955,0.07976,"Vanguard Group, Inc. (The)",buy
CRWS,"Crown Crafts, Inc.",69534756.0,0.16809607,0.5614,0.57,-0.096,0.29683,0.124350004,12.0,1.6266351,3.128,0.09074,0.14049,North Star Investment Management Corp,hold
CCK,"Crown Holdings, Inc.",9855524021.76,0.60897994,0.0,5.53,-0.028,0.19486,0.13791999,13.15,5.9846926,419.594,0.0456,0.35064998,"Vanguard Group, Inc. (The)",buy
CRY,"CryoLife, Inc.",924091168.0,-0.15937501,0.0,0.39,0.051,0.66218,0.10998,63.179,3.3301797,88.3,0.01741,0.0058600004,Blackrock Inc.,strong_buy
CYRX,"CryoPort, Inc.",514712660.0,0.32608688,0.0,-0.17,0.813,0.50132,-0.55592996,-84.471,4.665367,17.771,-0.14029999,-0.28188,"Fred Alger Management, LLC",buy
CSGS,"CSG Systems International, Inc.",1843686140.0,0.7284403,0.3524,3.55,0.18,0.47092,0.16936001,15.763,4.6644993,119.626,0.078379996,0.21902001,Blackrock Inc.,buy
CCLP,CSI Compressco LP,110634475.0,-0.3984375,0.0,-0.07,-0.013,0.3123,0.22508,-33.571,2.1779425,1311.469,0.026919998,-0.37709,Invesco Ltd.,hold
CSS,"CSS Industries, Inc.",39073320.0,-0.61504424,0.0,-0.2,-0.15,0.25034,0.00772,-22.0,0.21841648,54.011,-0.019019999,-0.20337,Price (T.Rowe) Associates Inc,hold
CSWI,"CSW Industrials, Inc.",1128344028.0,0.47358012,0.0938,3.4,0.106,0.46082002,0.20238,22.053,3.9330678,9.534,0.108389996,0.16017,Wells Fargo & Company,none
CSX,CSX Corporation,54746139852.8,0.034072638,0.2243,4.44,-0.048,0.52423,0.52423,15.856,4.6422687,145.551,0.08332,0.26571,"Vanguard Group, Inc. (The)",hold
CTIC,CTI BioPharma Corp.,57335136.43,-0.41266668,0.0,-0.97,2.166,0.94964,-1.6626401,-1.019,1.7947369,60.563,-0.24943,-0.79925,BVF Inc.,buy
CTS,CTS Corporation,906006801.0,0.00437963,0.121199995,1.54,-0.027,0.34074003,0.18786,18.045,2.292526,35.616,0.06768,0.11316,Blackrock Inc.,hold
CUBE,CubeSmart,6000205248.0,-0.029503107,1.3913001,0.79,0.089,0.69241995,0.6132,39.241,3.3084311,99.139,0.03743,0.096999995,"Vanguard Group, Inc. (The)",hold
CUB,Cubic Corporation,1987781796.0,0.16398478,0.1617,4.02,0.241,0.28829,0.09425,15.811,2.0606925,46.638,0.03026,0.048460003,Blackrock Inc.,buy
CUI,"CUI Global, Inc.",31897404.000000004,-0.29813665,0.0,-0.21,0.178,0.29694,-0.0887,-5.286,0.8114035,15.293,-0.1004,-0.33912,Heartland Advisors Inc.,none
CFR,"Cullen/Frost Bankers, Inc.",5962492150.0,0.024043202,0.39090002,6.18,0.023,0.0,0.0,15.421,1.5947922,0.0,0.01428,0.12773,"Vanguard Group, Inc. (The)",hold
CPIX,Cumberland Pharmaceuticals Inc.,80019153.0,-0.1430921,0.0,0.1,0.221,0.81416,-0.01551,52.7,1.5518258,44.894,-0.03196,-0.087749995,"Ariel Investments, LLC",none
CMI,Cummins Inc.,27523098600.0,0.34702384,0.2944,12.9,-0.029,0.2576,0.14457,13.926,3.5171697,35.622,0.09031,0.30691,"Vanguard Group, Inc. (The)",hold
CMLS,Cumulus Media Inc.,267038772.0,0.70355725,0.0,3.83,-0.005,0.63870996,0.18711,4.48,0.66539997,257.267,0.05472,0.25952,Eaton Vance Management,hold
CUBI,"Customers Bancorp, Inc",738219471.0,0.2925886,0.0,2.91,0.499,0.0,0.0,8.1,0.91865766,0.0,0.00624,0.07058,Blackrock Inc.,buy
CUTR,"Cutera, Inc.",530909549.99999994,1.0758002,0.0,0.56,0.137,0.50266,-0.08028,66.607,12.040026,22.237,-0.08485,-0.63908,Blackrock Inc.,buy
CVBF,CVB Financial Corporation,3003193716.48,0.0037593842,0.4789,1.4,0.153,0.0,0.0,15.311,1.527471,0.0,0.01751,0.10551,Blackrock Inc.,hold
CVV,CVD Equipment Corporation,21663081.0,-0.19417477,0.0,0.41,0.416,0.09894,-0.28266,8.049,0.65320665,36.843,-0.07491,-0.15816,"AWM Investment Company, Inc.",none
